chr_rna_RCH	start_rna_RCH	end_rna_RCH	gene_name__RCH	score	str_RCH	gene_type_RCH	gene_name_not_uniq_RCH	from_RCH	id_RCH	chr_rna	start_rna	end_rna	gene_name	lala	str	gene_id	overlap	merge_len	overlap/merge_len	len_RCH	len
chr1	93262186	93346025	CCDC18-AS1	100	-	lncRNA	CCDC18-AS1	gencode	10773	chr1	93262185	93346025	CCDC18-AS1	100	-	ENSG00000223745.8	83839	83840	0.999988072519084	83840	83841
chr1	93592199	93605573	BCAR3-AS1	100	+	lncRNA	BCAR3-AS1	gencode	10826	chr1	93592198	93605573	AL109613.1	100	+	ENSG00000224093.5	13374	13375	0.9999252336448599	13375	13376
chr1	93847174	93848939	AL049796.1	100	+	lncRNA	AL049796.1	gencode	10862	chr1	93847173	93848939	AL049796.1	100	+	ENSG00000260464.1	1765	1766	0.9994337485843715	1766	1767
chr1	94927361	94963616	AC105942.1	100	+	lncRNA	AC105942.1	gencode	10989	chr1	94927360	94963616	AC105942.1	100	+	ENSG00000235501.6	36255	36256	0.9999724183583407	36256	36257
chr1	95161676	95233982	AC092802.1	100	-	lncRNA	AC092802.1	gencode	11014	chr1	95161675	95233982	AC092802.1	100	-	ENSG00000226026.6	72306	72307	0.9999861700803518	72307	72308
chr1	97933474	98049863	MIR137HG	100	-	lncRNA	MIR137HG	gencode	11106	chr1	97933473	98049863	MIR137HG	100	-	ENSG00000225206.10	116389	116390	0.9999914081965805	116390	116391
chr1	97967005	97968814	BX005019.1	100	-	lncRNA	BX005019.1	gencode	11108	chr1	97967004	97968814	BX005019.1	100	-	ENSG00000259946.1	1809	1810	0.9994475138121547	1810	1811
chr1	98210747	98272658	LINC01776	100	+	lncRNA	LINC01776	gencode	11136	chr1	98210746	98272658	LINC01776	100	+	ENSG00000226053.1	61911	61912	0.9999838480423827	61912	61913
chr1	99968383	99969864	AC118553.1	100	-	lncRNA	AC118553.1	gencode	11256	chr1	99968382	99969864	AC118553.1	100	-	ENSG00000228084.1	1481	1482	0.9993252361673415	1482	1483
chr1	100251528	100266179	RTCA-AS1	100	-	lncRNA	RTCA-AS1	gencode	11281	chr1	100251527	100266179	RTCA-AS1	100	-	ENSG00000224616.3	14651	14652	0.9999317499317499	14652	14653
chr1	100894928	100895356	AC104506.1	100	+	lncRNA	AC104506.1	gencode	11338	chr1	100894927	100895356	AC104506.1	100	+	ENSG00000273204.1	428	429	0.9976689976689976	429	430
chr1	100995473	100996260	AC093157.2	100	+	lncRNA	AC093157.2	gencode	11349	chr1	100995472	100996260	AC093157.2	100	+	ENSG00000235795.1	787	788	0.998730964467005	788	789
chr1	101025844	101090513	AC093157.1	100	+	lncRNA	AC093157.1	gencode	11351	chr1	101025843	101090513	AC093157.1	100	+	ENSG00000233184.7	64669	64670	0.9999845368795423	64670	64671
chr1	108040263	108076020	LINC02785	100	+	lncRNA	LINC02785	gencode	11589	chr1	108040262	108076020	AL390036.1	100	+	ENSG00000226822.3	35757	35758	0.9999720342301024	35758	35759
chr1	108199926	108201491	AL359258.2	100	+	lncRNA	AL359258.2	gencode	11603	chr1	108199925	108201491	AL359258.2	100	+	ENSG00000260879.1	1565	1566	0.9993614303959132	1566	1567
chr1	109087971	109090858	AL356488.3	100	-	lncRNA	AL356488.3	gencode	11695	chr1	109087970	109090858	AL356488.3	100	-	ENSG00000273382.1	2887	2888	0.9996537396121884	2888	2889
chr1	109100193	109100619	AL356488.2	100	+	lncRNA	AL356488.2	gencode	11699	chr1	109100192	109100619	AL356488.2	100	+	ENSG00000270066.3	426	427	0.9976580796252927	427	428
chr1	109895973	109897861	AL450468.2	100	+	lncRNA	AL450468.2	gencode	11861	chr1	109895972	109897861	AL450468.2	100	+	ENSG00000261055.1	1888	1889	0.9994706193753309	1889	1890
chr1	110058340	110062555	AL160006.1	100	+	lncRNA	AL160006.1	gencode	11894	chr1	110058339	110062555	AL160006.1	100	+	ENSG00000258634.3	4215	4216	0.9997628083491461	4216	4217
chr1	110286375	110339171	RBM15-AS1	100	-	lncRNA	RBM15-AS1	gencode	11932	chr1	110286374	110339171	RBM15-AS1	100	-	ENSG00000227963.1	52796	52797	0.9999810595298976	52797	52798
chr1	110347116	110443817	LAMTOR5-AS1	100	+	lncRNA	LAMTOR5-AS1	gencode	11944	chr1	110347115	110443817	LAMTOR5-AS1	100	+	ENSG00000224699.9	96701	96702	0.999989658952245	96702	96703
chr1	110370154	110373003	AL355488.1	100	+	lncRNA	AL355488.1	gencode	11946	chr1	110370153	110373003	AL355488.1	100	+	ENSG00000273373.1	2849	2850	0.9996491228070176	2850	2851
chr1	110653560	110657040	AL365361.1	100	-	lncRNA	AL365361.1	gencode	11991	chr1	110653559	110657040	AL365361.1	100	-	ENSG00000259834.1	3480	3481	0.9997127262280954	3481	3482
chr1	110936369	110942353	AL360270.2	100	-	lncRNA	AL360270.2	gencode	12016	chr1	110936368	110942353	AL360270.2	100	-	ENSG00000261654.1	5984	5985	0.9998329156223893	5985	5986
chr1	110963302	110964649	AL360270.3	100	+	lncRNA	AL360270.3	gencode	12021	chr1	110963301	110964649	AL360270.3	100	+	ENSG00000273010.1	1347	1348	0.9992581602373887	1348	1349
chr1	111184415	111185061	AL355816.2	100	-	lncRNA	AL355816.2	gencode	12035	chr1	111184414	111185061	AL355816.2	100	-	ENSG00000273221.1	646	647	0.9984544049459042	647	648
chr1	111431046	111433068	AL390195.2	100	-	lncRNA	AL390195.2	gencode	12069	chr1	111431045	111433068	AL390195.2	100	-	ENSG00000260948.1	2022	2023	0.9995056846267919	2023	2024
chr1	111438638	111441364	AL390195.1	100	-	lncRNA	AL390195.1	gencode	12073	chr1	111438637	111441364	AL390195.1	100	-	ENSG00000243960.1	2726	2727	0.9996332966629996	2727	2728
chr1	111739579	111747798	INKA2-AS1	100	+	lncRNA	INKA2-AS1	gencode	12114	chr1	111739578	111747798	INKA2-AS1	100	+	ENSG00000227811.3	8219	8220	0.9998783454987834	8220	8221
chr1	111989770	111998842	LINC01750	100	+	lncRNA	LINC01750	gencode	12145	chr1	111989769	111998842	LINC01750	100	+	ENSG00000231437.3	9072	9073	0.9998897828722584	9073	9074
chr1	112849821	112877871	LINC01357	100	+	lncRNA	LINC01357	gencode	12255	chr1	112849820	112877871	LINC01357	100	+	ENSG00000224167.2	28050	28051	0.9999643506470357	28051	28052
chr1	112956415	113047055	SLC16A1-AS1	100	+	lncRNA	SLC16A1-AS1	gencode	12277	chr1	112956414	113047055	SLC16A1-AS1	100	+	ENSG00000226419.8	90640	90641	0.9999889674650544	90641	90642
chr1	113011687	113073113	LRIG2-DT	100	-	lncRNA	LRIG2-DT	gencode	12280	chr1	113011686	113073113	AL357055.3	100	-	ENSG00000238198.2	61426	61427	0.9999837205137806	61427	61428
chr1	113924000	113929495	HIPK1-AS1	100	-	lncRNA	HIPK1-AS1	gencode	12345	chr1	113923999	113929495	HIPK1-AS1	100	-	ENSG00000235527.7	5495	5496	0.9998180494905385	5496	5497
chr1	115283034	115368072	NGF-AS1	100	+	lncRNA	NGF-AS1	gencode	12480	chr1	115283033	115368072	NGF-AS1	100	+	ENSG00000228035.1	85038	85039	0.9999882406895659	85039	85040
chr1	116493016	116499212	AL390066.2	100	-	lncRNA	AL390066.2	gencode	12609	chr1	116493015	116499212	AL390066.1	100	-	ENSG00000224950.2	6196	6197	0.9998386315959336	6197	6198
chr1	117025482	117059490	AL445231.1	100	-	lncRNA	AL445231.1	gencode	12692	chr1	117025481	117059490	AL445231.1	100	-	ENSG00000236137.1	34008	34009	0.999970596018701	34009	34010
chr1	117493515	117495006	AL157902.2	100	+	TEC	AL157902.2	gencode	12739	chr1	117493514	117495006	AL157902.2	100	+	ENSG00000279513.1	1491	1492	0.9993297587131368	1492	1493
chr1	119047405	119064785	WARS2-IT1	100	+	lncRNA	WARS2-IT1	gencode	12875	chr1	119047404	119064785	WARS2-IT1	100	+	ENSG00000224238.2	17380	17381	0.9999424659110523	17381	17382
chr1	119597702	119599271	LINC00622	100	-	lncRNA	LINC00622	gencode	12947	chr1	119597701	119599271	LINC00622	100	-	ENSG00000260941.1	1569	1570	0.9993630573248408	1570	1571
chr1	120913151	120914238	AC241377.3	100	-	TEC	AC241377.3	gencode	13047	chr1	120913150	120914238	AC241377.3	100	-	ENSG00000281741.2	1087	1088	0.9990808823529411	1088	1089
chr1	120913184	121009291	LINC00623	100	+	lncRNA	LINC00623	gencode	13048	chr1	120913183	121009291	LINC00623	100	+	ENSG00000226067.7	96107	96108	0.9999895950389146	96108	96109
chr1	121090289	121097655	AC244453.2	100	-	lncRNA	AC244453.2	gencode	13082	chr1	121090288	121097655	AC244453.2	100	-	ENSG00000233029.3	7366	7367	0.9998642595357676	7367	7368
chr1	121396754	121463508	LINC02798	100	+	lncRNA	LINC02798	gencode	13093	chr1	121396753	121463508	AC244021.1	100	+	ENSG00000227082.3	66754	66755	0.9999850198487005	66755	66756
chr1	121518366	121518829	AL592494.2	100	-	lncRNA	AL592494.2	gencode	13102	chr1	121518365	121518829	AL592494.2	100	-	ENSG00000272583.1	463	464	0.9978448275862069	464	465
chr1	143736066	143739506	AC239800.2	100	+	lncRNA	AC239800.2	gencode	13163	chr1	143736065	143739506	AC239800.2	100	+	ENSG00000232721.2	3440	3441	0.999709386806161	3441	3442
chr1	144227029	144250326	LINC02802	100	-	lncRNA	LINC02802	gencode	13207	chr1	144227028	144250326	AC245595.1	100	-	ENSG00000232527.8	23297	23298	0.9999570778607606	23298	23299
chr1	145281116	145281462	AC245014.3	100	+	lncRNA	AC245014.3	gencode	13277	chr1	145281115	145281462	AC245014.3	100	+	ENSG00000276216.1	346	347	0.9971181556195965	347	348
chr1	145926590	145959179	LIX1L-AS1	100	+	lncRNA	LIX1L-AS1	gencode	13357	chr1	145926589	145959179	LIX1L-AS1	100	+	ENSG00000234222.6	32589	32590	0.9999693157410249	32590	32591
chr1	146052566	146061948	LINC01719	100	+	lncRNA	LINC01719	gencode	13389	chr1	146052565	146061948	LINC01719	100	+	ENSG00000233396.8	9382	9383	0.9998934242779495	9383	9384
chr1	146235806	146237807	AC239799.1	100	+	lncRNA	AC239799.1	gencode	13395	chr1	146235805	146237807	AC239799.1	100	+	ENSG00000276509.1	2001	2002	0.9995004995004995	2002	2003
chr1	147172755	147295734	AC242426.2	100	+	lncRNA	AC242426.2	gencode	13462	chr1	147172754	147295734	AC242426.2	100	+	ENSG00000237188.5	122979	122980	0.9999918685965198	122980	122981
chr1	148011799	148012228	AC239803.1	100	+	lncRNA	AC239803.1	gencode	13540	chr1	148011798	148012228	AC239803.2	100	+	ENSG00000273059.1	429	430	0.9976744186046511	430	431
chr1	148159213	148255012	AC239809.3	100	-	lncRNA	AC239809.3	gencode	13564	chr1	148159212	148255012	AC239809.3	100	-	ENSG00000227733.10	95799	95800	0.9999895615866389	95800	95801
chr1	148290889	148519604	LINC01138	100	-	lncRNA	LINC01138	gencode	13589	chr1	148290888	148519604	LINC01138	100	-	ENSG00000274020.4	228715	228716	0.9999956277654384	228716	228717
chr1	148295180	148297556	LINC02806	100	+	lncRNA	LINC02806	gencode	13590	chr1	148295179	148297556	AC245100.6	100	+	ENSG00000238107.1	2376	2377	0.9995793016407236	2377	2378
chr1	148458814	148459871	AC245100.7	100	+	TEC	AC245100.7	gencode	13634	chr1	148458813	148459871	AC245100.8	100	+	ENSG00000280649.2	1057	1058	0.999054820415879	1058	1059
chr1	149175748	149259987	AC245297.3	100	+	lncRNA	AC245297.3	gencode	13668	chr1	149175747	149259987	AC245297.3	100	+	ENSG00000274265.5	84239	84240	0.9999881291547958	84240	84241
chr1	149861271	149862504	AC239868.1	100	+	lncRNA	AC239868.1	gencode	13734	chr1	149861270	149862504	AC239868.1	100	+	ENSG00000264207.1	1233	1234	0.9991896272285251	1234	1235
chr1	151130075	151131610	AL592424.1	100	-	lncRNA	AL592424.1	gencode	13953	chr1	151130074	151131610	AL592424.1	100	-	ENSG00000261168.1	1535	1536	0.9993489583333334	1536	1537
chr1	151279678	151281950	ZNF687-AS1	100	-	lncRNA	ZNF687-AS1	gencode	13979	chr1	151279677	151281950	ZNF687-AS1	100	-	ENSG00000232671.6	2272	2273	0.9995600527936648	2273	2274
chr1	151327949	151328429	AL391069.2	100	+	lncRNA	AL391069.2	gencode	13995	chr1	151327948	151328429	AL391069.3	100	+	ENSG00000273481.1	480	481	0.997920997920998	481	482
chr1	151346967	151348027	RFX5-AS1	100	+	lncRNA	RFX5-AS1	gencode	14001	chr1	151346966	151348027	AL391069.2	100	+	ENSG00000237976.1	1060	1061	0.9990574929311969	1061	1062
chr1	151540516	151561855	AL365436.2	100	+	lncRNA	AL365436.2	gencode	14043	chr1	151540515	151561855	AL365436.2	100	+	ENSG00000232536.1	21339	21340	0.9999531396438613	21340	21341
chr1	151766486	151767000	AL589765.5	100	-	lncRNA	AL589765.5	gencode	14075	chr1	151766485	151767000	AL589765.5	100	-	ENSG00000268288.1	514	515	0.9980582524271845	515	516
chr1	151790804	151794402	TDRKH-AS1	100	+	lncRNA	TDRKH-AS1	gencode	14078	chr1	151790803	151794402	TDRKH-AS1	100	+	ENSG00000203288.4	3598	3599	0.999722145040289	3599	3600
chr1	151841877	151850385	C2CD4D-AS1	100	+	lncRNA	C2CD4D-AS1	gencode	14098	chr1	151841876	151850385	C2CD4D-AS1	100	+	ENSG00000234614.1	8508	8509	0.9998824773768951	8509	8510
chr1	152168125	152445456	FLG-AS1	100	+	lncRNA	FLG-AS1	gencode	14155	chr1	152168124	152445456	FLG-AS1	100	+	ENSG00000237975.7	277331	277332	0.9999963942134337	277332	277333
chr1	153626332	153634340	AL162258.1	100	-	lncRNA	AL162258.1	gencode	14355	chr1	153626331	153634340	AL162258.1	100	-	ENSG00000271853.5	8008	8009	0.9998751404669747	8009	8010
chr1	153631438	153634397	AL162258.2	100	-	lncRNA	AL162258.2	gencode	14358	chr1	153631437	153634397	AL162258.2	100	-	ENSG00000272030.1	2959	2960	0.9996621621621622	2960	2961
chr1	153964361	153965070	AL358472.4	100	+	lncRNA	AL358472.4	gencode	14433	chr1	153964360	153965070	AL358472.4	100	+	ENSG00000282386.1	709	710	0.9985915492957746	710	711
chr1	153966516	153966930	AL358472.3	100	+	lncRNA	AL358472.3	gencode	14435	chr1	153966515	153966930	AL358472.3	100	+	ENSG00000273026.1	414	415	0.9975903614457832	415	416
chr1	153977743	153979160	AL358472.2	100	+	lncRNA	AL358472.2	gencode	14440	chr1	153977742	153979160	AL358472.2	100	+	ENSG00000272654.1	1417	1418	0.9992947813822285	1418	1419
chr1	154937370	154938059	AL451085.1	100	+	lncRNA	AL451085.1	gencode	14613	chr1	154937369	154938059	AL451085.1	100	+	ENSG00000270361.1	689	690	0.9985507246376811	690	691
chr1	154961825	154962623	AL451085.2	100	+	lncRNA	AL451085.2	gencode	14626	chr1	154961824	154962623	AL451085.2	100	+	ENSG00000271380.1	798	799	0.9987484355444305	799	800
chr1	155045191	155046118	DCST1-AS1	100	-	lncRNA	DCST1-AS1	gencode	14666	chr1	155045190	155046118	DCST1-AS1	100	-	ENSG00000232093.1	927	928	0.9989224137931034	928	929
chr1	155562042	155563944	ASH1L-AS1	100	+	lncRNA	ASH1L-AS1	gencode	14779	chr1	155562041	155563944	ASH1L-AS1	100	+	ENSG00000235919.4	1902	1903	0.999474513925381	1903	1904
chr1	155978799	155982986	AL355388.1	100	+	lncRNA	AL355388.1	gencode	14865	chr1	155978798	155982986	AL355388.2	100	+	ENSG00000273002.1	4187	4188	0.9997612225405922	4188	4189
chr1	156637783	156641004	AL365181.2	100	-	lncRNA	AL365181.2	gencode	15018	chr1	156637782	156641004	AL365181.2	100	-	ENSG00000272068.1	3221	3222	0.999689633767846	3222	3223
chr1	156641666	156644887	AL365181.3	100	-	lncRNA	AL365181.3	gencode	15021	chr1	156641665	156644887	AL365181.3	100	-	ENSG00000272405.1	3221	3222	0.999689633767846	3222	3223
chr1	158025550	158031166	KIRREL1-IT1	100	+	lncRNA	KIRREL1-IT1	gencode	15225	chr1	158025549	158031166	KIRREL1-IT1	100	+	ENSG00000226520.1	5616	5617	0.9998219690226099	5617	5618
chr1	158197922	158203877	AL138899.1	100	-	lncRNA	AL138899.1	gencode	15259	chr1	158197921	158203877	AL138899.1	100	-	ENSG00000176320.2	5955	5956	0.9998321020819342	5956	5957
chr1	159194325	159207973	CADM3-AS1	100	-	lncRNA	CADM3-AS1	gencode	15320	chr1	159194324	159207973	CADM3-AS1	100	-	ENSG00000225670.4	13648	13649	0.9999267345593084	13649	13650
chr1	159834480	159855071	SNHG28	100	-	lncRNA	SNHG28	gencode	15386	chr1	159834494	159855237	SNHG28	100	-	ENSG00000188004.10	20577	20757	0.9913282266223443	20592	20744
chr1	159854870	159867685	AL590560.3	100	+	lncRNA	AL590560.3	gencode	15392	chr1	159854869	159867685	AL590560.2	100	+	ENSG00000272668.2	12815	12816	0.9999219725343321	12816	12817
chr1	159958035	159984750	LINC01133	100	+	lncRNA	LINC01133	gencode	15413	chr1	159958034	159984750	LINC01133	100	+	ENSG00000224259.7	26715	26716	0.9999625692468932	26716	26717
chr1	160670778	160699761	AL121985.1	100	+	lncRNA	AL121985.1	gencode	15512	chr1	160670777	160699761	AL121985.1	100	+	ENSG00000228863.8	28983	28984	0.9999654982059067	28984	28985
chr1	161153760	161159349	AL590714.1	100	-	lncRNA	AL590714.1	gencode	15588	chr1	161153759	161159349	AL590714.1	100	-	ENSG00000224985.1	5589	5590	0.9998211091234347	5590	5591
chr1	161765325	161766227	AL359541.1	100	-	lncRNA	AL359541.1	gencode	15762	chr1	161765324	161766227	AL359541.1	100	-	ENSG00000226889.3	902	903	0.9988925802879292	903	904
chr1	162560227	162561308	AL596325.1	100	-	lncRNA	AL596325.1	gencode	15837	chr1	162560226	162561308	AL596325.1	100	-	ENSG00000259788.1	1081	1082	0.9990757855822551	1082	1083
chr1	163244505	163321894	RGS5_2	100	-	lncRNA	RGS5	gencode	15896	chr1	163244504	163321894	AL592435.1	100	-	ENSG00000232995.7	77389	77390	0.9999870784339062	77390	77391
chr1	164680085	164680799	AL391001.1	100	+	lncRNA	AL391001.1	gencode	15964	chr1	164680084	164680799	AL391001.1	100	+	ENSG00000269887.1	714	715	0.9986013986013986	715	716
chr1	164828436	164829952	AL357568.1	100	+	lncRNA	AL357568.1	gencode	15972	chr1	164828435	164829952	AL357568.2	100	+	ENSG00000271917.1	1516	1517	0.999340804218853	1517	1518
chr1	165768929	165775176	TMCO1-AS1	100	+	lncRNA	TMCO1-AS1	gencode	16053	chr1	165768928	165775176	TMCO1-AS1	100	+	ENSG00000224358.1	6247	6248	0.9998399487836107	6248	6249
chr1	167219831	167220512	AL451050.2	100	-	lncRNA	AL451050.2	gencode	16157	chr1	167219830	167220512	AL451050.2	100	-	ENSG00000272205.1	681	682	0.998533724340176	682	683
chr1	167379108	167381000	AL136984.1	100	+	lncRNA	AL136984.1	gencode	16161	chr1	167379107	167381000	AL136984.1	100	+	ENSG00000272033.1	1892	1893	0.9994717379820391	1893	1894
chr1	167627385	167630674	AL031733.2	100	-	lncRNA	AL031733.2	gencode	16188	chr1	167627384	167630674	AL031733.2	100	-	ENSG00000241666.2	3289	3290	0.9996960486322188	3290	3291
chr1	169486076	169500182	Z99572.1	100	+	lncRNA	Z99572.1	gencode	16380	chr1	169486075	169500182	Z99572.1	100	+	ENSG00000213062.5	14106	14107	0.9999291132062097	14107	14108
chr1	170460453	170532647	GORAB-AS1	100	-	lncRNA	GORAB-AS1	gencode	16434	chr1	170460452	170532647	GORAB-AS1	100	-	ENSG00000231407.6	72194	72195	0.999986148625251	72195	72196
chr1	170667381	170669425	Z97200.1	100	+	lncRNA	Z97200.1	gencode	16447	chr1	170667380	170669425	Z97200.1	100	+	ENSG00000271811.1	2044	2045	0.9995110024449878	2045	2046
chr1	172138397	172144840	DNM3OS	100	-	lncRNA	DNM3OS	gencode	16543	chr1	172138396	172144840	DNM3OS	100	-	ENSG00000230630.5	6443	6444	0.999844816883923	6444	6445
chr1	173858559	173868882	GAS5	100	-	lncRNA	GAS5	gencode	16720	chr1	173858558	173868882	GAS5	100	-	ENSG00000234741.8	10323	10324	0.9999031383184812	10324	10325
chr1	174009267	174016206	RC3H1-IT1	100	-	lncRNA	RC3H1-IT1	gencode	16752	chr1	174009266	174016206	RC3H1-IT1	100	-	ENSG00000236535.1	6939	6940	0.9998559077809799	6940	6941
chr1	174110268	174160165	RABGAP1L-DT	100	-	lncRNA	RABGAP1L-DT	gencode	16760	chr1	174110267	174160165	AL121983.2	100	-	ENSG00000227373.6	49897	49898	0.9999799591165979	49898	49899
chr1	174896958	174897996	RABGAP1L-IT1	100	+	lncRNA	RABGAP1L-IT1	gencode	16781	chr1	174896957	174897996	RABGAP1L-IT1	100	+	ENSG00000223525.1	1038	1039	0.9990375360923965	1039	1040
chr1	175904762	175921057	LINC02803	100	-	lncRNA	LINC02803	gencode	16880	chr1	175904761	175921057	AL513329.1	100	-	ENSG00000227740.2	16295	16296	0.9999386352479136	16296	16297
chr1	176207648	176447919	AL591043.2	100	+	lncRNA	AL591043.2	gencode	16894	chr1	176207647	176447919	AL591043.2	100	+	ENSG00000236021.2	240271	240272	0.9999958380502098	240272	240273
chr1	177351562	177437880	LINC01645	100	+	lncRNA	LINC01645	gencode	16938	chr1	177351561	177437880	LINC01645	100	+	ENSG00000224968.2	86318	86319	0.9999884150650494	86319	86320
chr1	177928788	178038007	CRYZL2P-SEC16B	100	-	lncRNA	CRYZL2P-SEC16B	gencode	16960	chr1	177928787	178038007	CRYZL2P-SEC16B	100	-	ENSG00000254154.8	109219	109220	0.9999908441677349	109220	109221
chr1	178090677	178093984	RASAL2-AS1	100	-	lncRNA	RASAL2-AS1	gencode	16981	chr1	178090676	178093984	RASAL2-AS1	100	-	ENSG00000224687.2	3307	3308	0.9996977025392987	3308	3309
chr1	178542752	178548889	C1orf220	100	+	lncRNA	C1orf220	gencode	17000	chr1	178542751	178548889	C1orf220	100	+	ENSG00000213057.5	6137	6138	0.9998370804822417	6138	6139
chr1	178651706	178652282	AL137796.1	100	+	lncRNA	AL137796.1	gencode	17031	chr1	178651705	178652282	AL137796.1	100	+	ENSG00000273384.1	576	577	0.9982668977469671	577	578
chr1	178724306	178726285	AL449106.1	100	-	lncRNA	AL449106.1	gencode	17038	chr1	178724305	178726285	AL449106.1	100	-	ENSG00000273062.1	1979	1980	0.9994949494949495	1980	1981
chr1	179881607	179882595	AL353708.3	100	-	lncRNA	AL353708.3	gencode	17144	chr1	179881606	179882595	AL353708.3	100	-	ENSG00000272906.1	988	989	0.9989888776541962	989	990
chr1	179953184	179954440	AL353708.1	100	-	lncRNA	AL353708.1	gencode	17150	chr1	179953183	179954440	AL353708.1	100	-	ENSG00000260360.1	1256	1257	0.9992044550517104	1257	1258
chr1	180949699	180954887	KIAA1614-AS1	100	-	lncRNA	KIAA1614-AS1	gencode	17249	chr1	180949698	180954887	KIAA1614-AS1	100	-	ENSG00000232586.1	5188	5189	0.9998072846405859	5189	5190
chr1	182062677	182069253	AL355482.1	100	-	lncRNA	AL355482.1	gencode	17348	chr1	182062676	182069253	AL355482.1	100	-	ENSG00000224810.1	6576	6577	0.9998479549946784	6577	6578
chr1	182615254	182616629	LINC01686	100	+	lncRNA	LINC01686	gencode	17391	chr1	182615253	182616629	LINC01686	100	+	ENSG00000261504.1	1375	1376	0.9992732558139535	1376	1377
chr1	183460874	183472265	SMG7-AS1	100	-	lncRNA	SMG7-AS1	gencode	17475	chr1	183460873	183472265	SMG7-AS1	100	-	ENSG00000232860.8	11391	11392	0.9999122191011236	11392	11393
chr1	184385753	184386704	AL445228.3	100	-	lncRNA	AL445228.3	gencode	17539	chr1	184385752	184386704	AL445228.2	100	-	ENSG00000271387.1	951	952	0.9989495798319328	952	953
chr1	185292384	185294372	AL356273.3	100	-	TEC	AL356273.3	gencode	17604	chr1	185292383	185294372	AL356273.3	100	-	ENSG00000279838.1	1988	1989	0.9994972347913524	1989	1990
chr1	185317779	185318530	AL078644.1	100	+	lncRNA	AL078644.1	gencode	17611	chr1	185317778	185318530	AL078644.2	100	+	ENSG00000273004.1	751	752	0.9986702127659575	752	753
chr1	186680622	186681446	PACERR	100	+	lncRNA	PACERR	gencode	17715	chr1	186680621	186681446	PACERR	100	+	ENSG00000273129.1	824	825	0.9987878787878788	825	826
chr1	190478551	190480735	LINC01351	100	+	lncRNA	LINC01351	gencode	17951	chr1	190478550	190480735	LINC01351	100	+	ENSG00000237457.6	2184	2185	0.9995423340961098	2185	2186
chr1	198777861	198937471	MIR181A1HG	100	-	lncRNA	MIR181A1HG	gencode	18260	chr1	198777860	198937471	MIR181A1HG	100	-	ENSG00000229989.4	159610	159611	0.9999937347676539	159611	159612
chr1	200253419	200400705	LINC00862	100	-	lncRNA	LINC00862	gencode	18351	chr1	200253418	200400705	LINC00862	100	-	ENSG00000203721.7	147286	147287	0.9999932105345346	147287	147288
chr1	200333193	200478669	AC104461.1	100	+	lncRNA	AC104461.1	gencode	18357	chr1	200333192	200478669	AC104461.1	100	+	ENSG00000230623.6	145476	145477	0.9999931260611643	145477	145478
